timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v
1663831219.82984,16.7166159045424,0.7992,0.74077693299139,-0.215689077531747,11.02,12.0501,-3.5777,39.4103,4.3477,0.7992,1264,411
1663831219.82984,17.3954564901298,0.7992,0.611990166142106,-0.207146912063117,9.78,13.9339,-3.5777,38.7844,4.3477,0.7992,1321,408
1663831219.82984,15.9853451341815,1.0656,1.04345092539954,-0.103325098143854,13.74,8.00158,-1.64875,41.8695,2.41875,1.0656,1143,468
1663831219.82984,13.9597477121759,1.0656,0.926328987603469,-0.119584968652742,11.08,8.32674,-1.6654,42.245,2.4354,1.0656,1150,468
1663831219.82984,13.5251116165487,1.0656,0.802744101010622,-0.134716542955198,9.64,9.31124,-1.81655,42.4743,2.58655,1.0656,1173,463
1663831219.82984,17.6337616918285,1.0656,1.09342203244478,-0.0818100357445622,15.61,8.07471,-1.44101,43.6182,2.21101,1.0656,1137,475
1663831219.82984,15.5444271529168,1.0656,1.01735511436279,-0.0602158928123266,13.2,8.15562,-0.935456,44.0553,1.705456,1.0656,1137,487
1663831219.82984,14.1318758387959,1.1988,1.04932376362839,-0.0470484791641897,12.24,7.03211,-0.664638,44.6897,1.434638,1.1988,1108,494
1663831219.82984,13.7963315404019,1.1988,1.0073656198305,-0.04865291759146,11.65,7.35976,-0.670967,45.0736,1.440967,1.1988,1114,494
1663831219.82984,15.2028906963117,1.0656,0.930811330144773,-0.200509553731695,11.95,8.89702,-3.02794,45.1383,3.79794,1.0656,1149,438
1663831219.82984,15.4896577444468,1.0656,0.90906324337033,-0.198611611636871,11.98,9.33105,-3.05624,45.4896,3.82624,1.0656,1158,438
1663831219.82984,14.2283819007679,1.0656,0.825755910596325,-0.218522838547392,10.21,9.41745,-3.08454,45.9108,3.85454,1.0656,1158,438
1663831219.82984,13.0905996745323,1.0656,0.850459337984934,-0.04200492712528,9.83,8.62744,-0.549708,46.604,1.319708,1.0656,1138,497
1663831219.82984,15.1856764779816,1.0656,0.959807461777766,-0.036536300029668,12.43,8.70587,-0.554705,47.0276,1.324705,1.0656,1138,497
1663831219.82984,13.8347286724969,1.0656,0.882470012771332,-0.0296726627330311,10.68,8.78458,-0.410453,47.4528,1.180453,1.0656,1138,500
1663831219.82984,12.7352142483819,1.0656,0.840214879456364,-0.0325232074569818,9.48,8.49375,-0.414117,47.9434,1.184117,1.0656,1129,500
1663831219.82984,14.9363488318263,1.0656,0.954550614023027,-0.127454845105445,12.09,8.56282,-1.89856,48.3333,2.66856,1.0656,1129,468
1663831219.82984,11.9483372913975,1.0656,0.748941288301408,-0.160985378786508,8.03,8.63793,-1.91521,48.7572,2.68521,1.0656,1129,468
1663831219.82984,17.3295120876065,1.0656,1.08176342073561,-0.169128412752471,15.08,8.02477,-2.91696,50.9982,3.68696,1.0656,1107,449
1663831219.82984,16.6597663938124,1.0656,0.851635011261381,-0.151789605452881,12.39,10.8485,-2.51908,51.3765,3.28908,1.0656,1164,457
1663831219.82984,11.5919536938904,1.1988,1.0004420542365,-0.220886033810039,9.52,6.10678,-2.53973,52.5864,3.30973,1.1988,1064,460
1663831219.82984,15.3984277148448,1.1988,1.15332180121532,-0.167051293626911,13.88,6.15643,-2.56038,53.0139,3.33038,1.1988,1064,460
1663831219.82984,17.0982767034576,1.1988,1.05787506863528,-0.150310274260974,14.73,8.29594,-2.56038,52.7215,3.33038,1.1988,1107,458
1663831219.82984,17.8167111992758,1.1988,1.23152798932471,-0.0983133382542276,16.72,5.90072,-1.7488,53.5097,2.5188,1.1988,1058,476
1663831219.82984,16.0559232412372,1.1988,1.16773654511229,-0.110012408659359,14.68,6.25962,-1.76279,53.9025,2.53279,1.1988,1064,476
1663831219.82984,14.5179322233505,1.1988,1.11687030518101,-0.134440928782116,12.93,6.30863,-1.94593,54.3246,2.71593,1.1988,1064,473
1663831219.82984,13.5467563504553,1.1988,1.07656174108524,-0.145286941958503,11.8,6.35831,-1.96125,54.7524,2.73125,1.1988,1064,473
1663831219.82984,25.4475381200795,-2.1312,0.562891768256296,0.0538335608952682,13.56,21.4902,1.36927,116.086,-0.59927,-2.1312,1138,520
1663831219.82984,24.1999507857537,-2.1312,0.544252530902435,0.056818698993748,12.51,20.67,1.37427,116.673,-0.60427,-2.1312,1130,520
1663831219.82984,39.8917955320389,-2.1312,0.235303872645343,-0.401696265127442,8.56,35.7046,-15.5969,181.144,16.3669,-2.1312,1149,416
1663831219.82984,39.9171248463614,-2.1312,0.226833948747967,-0.402414855170363,8.26,35.7876,-15.6332,181.565,16.4032,-2.1312,1149,416
1663831219.82984,40.3013416739443,-2.1312,0.26124012220065,-0.399335177664233,9.59,35.8706,-15.6694,181.987,16.4394,-2.1312,1149,416
