timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v
1663823890.27895,14.2618911958583,0.1332,1.47618479001732,-0.240343691994643,13.79,1.3086,-3.39485,29.5086,4.16485,0.1332,987,393
1663823890.27895,24.1236088251841,-0.7992,1.99162713183471,-0.103934351255632,21.9,-9.80177,-2.50276,27.9582,3.27276,-0.7992,576,431
1663823890.27895,22.0092509989163,-0.7992,2.04298725010742,-0.115619369578139,19.47,-9.94382,-2.53903,28.3634,3.30903,-0.7992,576,431
1663823890.27895,12.4376036490792,0.1332,1.55630219541164,-0.280572945006586,11.95,0.173217,-3.44405,29.9652,4.21405,0.1332,946,395
1663823890.27895,19.2868886975168,-0.9324,2.2039143199925,-0.14749832909324,15.38,-11.2874,-2.83448,28.2939,3.60448,-0.9324,526,421
1663823890.27895,13.0445389963157,0.1332,1.55677328439628,-0.284211700914806,12.52,0.17558,-3.6577,30.374,4.4277,0.1332,946,389
1663823890.27895,17.6798746392077,-0.9324,2.38222451085566,-0.163305797804296,12.01,-12.6521,-2.87441,28.1816,3.64441,-0.9324,474,421
1663823890.27895,13.1741998367568,0.1332,1.55671086598321,-0.285410183922575,12.64,0.178052,-3.70921,30.8018,4.47921,0.1332,946,389
1663823890.27895,11.8506855775056,0.1332,1.5707963267949,-0.314342646011927,11.27,0.0,-3.66413,31.2416,4.43413,0.1332,940,392
1663823890.27895,23.2537639173296,-1.332,2.51360623518394,-0.102689811953319,13.59,-18.7181,-2.38373,27.2913,3.15373,-1.332,233,443
1663823890.27895,12.5258899827198,-0.1332,1.89527754856656,-0.184842918332968,11.67,-3.92544,-2.30216,54.9671,3.07216,-0.1332,867,471
1663823890.27895,13.3147954107301,-0.1332,1.87731025461105,-0.175146878964247,12.5,-3.9561,-2.32014,55.3966,3.09014,-0.1332,867,471
1663823890.27895,42.3539459599233,-1.5984,0.271231651805106,-0.0553787523953772,11.33,40.743,-2.34431,51.7781,3.11431,-1.5984,1783,445
1663823890.27895,42.4910277614804,-1.7316,0.25910350011007,-0.0555610113854981,10.87,41.0093,-2.35963,52.1165,3.12963,-1.7316,1783,445
1663823890.27895,30.92553052451,0.0,0.396450215888579,-0.10969835863592,11.87,28.3554,-3.38568,100.291,4.15568,0.0,1241,470
