timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity
1665133643.156848,2.5854,0.0,-36.7632,-17.8086,6.17,-1.47324,-0.790714,1.97196,1.560714,0.0
1665133643.156848,3.0163,0.0,-20.5344,20.5552,8.73,-0.990667,1.05905,2.64482,-0.28905,0.0
1665133643.156848,3.4472,0.0,-18.9888,-4.9616,13.64,-1.11746,-0.298142,3.2474,1.068142,0.0
1665133643.156848,3.8781,0.0,-18.9888,-7.2209,14.37,-1.25186,-0.487458,3.63798,1.257458,0.0
1665133643.156848,4.309,0.0,-18.9888,0.6645,9.45,-1.40198,0.0499734,4.07424,0.7200266,0.0
1665133643.156848,4.7399,0.0,-11.9232,0.6645,7.52,-0.979199,0.0549708,4.63733,0.7150292,0.0
1665133643.156848,4.7399,0.0,-9.7152,0.6645,8.15,-0.799808,0.0549708,4.67161,0.7150292,0.0
1665133643.156848,5.1708,0.0,-9.7152,1.3733,0.0,-0.872326,0.123925,5.09518,0.6460750000000001,0.0
1665133643.156848,12.0652,0.0,12.696,11.961,8.33,2.5941,2.50046,11.5147,-1.73046,0.0
1665133643.156848,12.4961,0.0,12.696,-3.0567,15.88,2.74246,-0.666344,12.1732,1.436344,0.0
1665133643.156848,12.927,0.0,12.696,-4.1199,18.34,2.83373,-0.928726,12.5783,1.6987260000000002,0.0
1665133643.156848,13.7888,0.0,2.208,-6.202,19.05,0.528136,-1.48966,13.6979,2.25966,0.0
1665133643.156848,14.6506,0.0,-7.8384,-6.5564,13.33,-1.98497,-1.67282,14.4188,2.44282,0.0
1665133643.156848,28.0085,0.0,17.7744,-4.8287,8.08,8.5198,-2.35767,26.5769,3.12767,0.0
1665133643.156848,28.0085,0.0,14.2416,-4.8287,8.08,6.86595,-2.35767,27.0514,3.12767,0.0
1665133643.156848,28.4394,0.0,14.2416,-4.8287,13.16,6.97158,-2.39394,27.4675,3.16394,0.0
1665133643.156848,28.4394,0.0,17.7744,-4.8287,14.09,8.65088,-2.39394,26.9858,3.16394,0.0
1665133643.156848,28.8703,0.0,17.7744,-4.4743,17.96,8.78637,-2.25223,27.4084,3.02223,0.0
1665133643.156848,29.3012,0.0,14.2416,-8.2841,15.81,7.13321,-4.22176,28.1043,4.991759999999999,0.0
1665133643.156848,29.3012,0.0,18.5472,-8.2841,14.73,9.22305,-4.22176,27.4895,4.991759999999999,0.0
1665133643.156848,29.7321,0.0,12.3648,-7.5753,11.41,6.31113,-3.91955,28.789,4.6895500000000006,0.0
1665133643.156848,37.9192,0.0,18.5472,-5.1388,10.73,12.0131,-3.39638,35.8053,4.16638,0.0
1665133643.156848,38.3501,0.0,18.5472,-5.1388,14.34,12.1496,-3.43497,36.2121,4.204969999999999,0.0
1665133643.156848,38.781,0.0,18.9888,-4.9616,12.94,12.5714,-3.35409,36.5332,4.12409,0.0
1665133643.156848,39.2119,0.0,17.7744,-6.5564,12.69,11.8919,-4.47726,37.0959,5.247260000000001,0.0
1665133643.156848,39.6428,0.0,18.5472,-6.6893,14.78,12.524,-4.6178,37.328,5.3878,0.0
1665133643.156848,40.0737,0.0,18.9888,-6.8665,13.94,12.9458,-4.79107,37.6212,5.561070000000001,0.0
1665133643.156848,40.5046,0.0,35.328,-4.9616,12.27,23.3343,-3.50316,32.9221,4.27316,0.0
1665133643.156848,40.9355,0.0,35.328,-4.9616,14.68,23.5825,-3.54043,33.2723,4.31043,0.0
1665133643.156848,41.3664,0.0,30.4704,-5.1388,16.06,20.8923,-3.70514,35.51,4.47514,0.0
1665133643.156848,41.7973,0.0,19.32,-5.6704,19.37,13.7607,-4.12981,39.2505,4.89981,0.0
1665133643.156848,41.7973,0.0,23.736,-5.6704,20.93,16.7421,-4.12981,38.0744,4.89981,0.0
1665133643.156848,42.2282,0.0,23.736,-5.6704,23.04,16.9146,-4.17239,38.467,4.94239,0.0
1665133643.156848,42.6591,0.0,20.976,-5.4932,22.38,15.2008,-4.08365,39.6492,4.85365,0.0
1665133643.156848,43.09,0.0,22.08,-5.316,18.77,16.1279,-3.99223,39.758,4.762230000000001,0.0
1665133643.156848,43.5209,0.0,22.08,-5.1388,22.63,16.2938,-3.89811,40.167,4.66811,0.0
1665133643.156848,43.9518,0.0,22.5216,-5.1388,20.17,16.7673,-3.93671,40.4366,4.70671,0.0
1665133643.156848,44.3827,0.0,21.3072,-6.5564,22.8,16.0218,-5.06767,41.0785,5.837669999999999,0.0
1665133643.156848,44.8136,0.0,21.7488,-5.8476,24.04,16.5187,-4.56573,41.4071,5.33573,0.0
1665133643.156848,45.2445,0.0,21.7488,-5.316,22.94,16.6927,-4.19184,41.8431,4.9618400000000005,0.0
1665133643.156848,45.6754,0.0,21.7488,7.2209,21.31,16.7902,5.74118,42.0876,-4.97118,0.0
1665133643.156848,46.1063,0.0,21.7488,7.2209,16.66,16.9486,5.79534,42.4847,-5.02534,0.0
1665133643.156848,46.5372,0.0,24.6192,-3.4111,13.64,19.3524,-2.76895,42.2319,3.53895,0.0
1665133643.156848,47.399,0.0,21.7488,-7.0437,19.46,17.4306,-5.81237,43.6928,6.582369999999999,0.0
1665133643.156848,47.8299,0.0,21.7488,-7.0437,18.97,17.589,-5.86521,44.09,6.635210000000001,0.0
1665133643.156848,48.2608,0.0,21.7488,-7.0437,16.0,17.7475,-5.91805,44.4872,6.6880500000000005,0.0
1665133643.156848,48.6917,0.0,21.7488,-7.3981,12.59,17.8919,-6.26968,44.8492,7.039680000000001,0.0
1665133643.156848,49.1226,0.0,22.08,-8.1069,11.85,18.2807,-6.92729,45.065,7.697290000000001,0.0
1665133643.156848,49.5535,0.0,22.08,-8.1069,9.91,18.4411,-6.98806,45.4604,7.75806,0.0
1665133643.156848,50.8462,0.0,43.056,-4.1199,10.05,34.6236,-3.65299,37.0566,4.42299,0.0
1665133643.156848,51.2771,0.0,43.056,-4.1199,15.44,34.9171,-3.68395,37.3707,4.45395,0.0
1665133643.156848,51.708,0.0,43.056,-3.9427,16.59,35.2182,-3.55538,37.6929,4.32538,0.0
1665133643.156848,52.1389,0.0,42.6144,-3.9427,12.19,35.2177,-3.58501,38.2796,4.35501,0.0
1665133643.156848,2.5854,0.0,-36.7632,-17.9858,7.23,-1.47177,-0.798323,1.96999,1.568323,0.0
