timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity
1665207932.316016,22.8377,-1.7316,-21.3072,4.4743,7.76,-8.27321,1.78161,21.2118,-1.01161,5.0084
1665207932.316016,23.2686,-1.7316,-20.976,4.4743,10.53,-8.30424,1.81523,21.6604,-1.04523,5.0084
1665207932.316016,23.6995,-1.7316,-20.976,4.4743,8.86,-8.45802,1.84884,22.0615,-1.07884,5.0084
1665207932.316016,23.6995,0.2664,-11.1504,2.7466,14.83,-4.57786,1.13565,23.2254,-0.36565,7.0064
1665207932.316016,24.1304,-1.5984,-20.976,4.2971,13.03,-8.61384,1.80805,22.468,-1.03805,5.1416
1665207932.316016,22.8377,0.1332,-6.624,1.8606,13.14,-2.63301,0.741492,22.6733,0.0285079999999999,6.873200000000001
1665207932.316016,23.2686,0.1332,-6.624,1.8606,14.21,-2.68269,0.755482,23.1011,0.014518,6.873200000000001
1665207932.316016,23.6995,0.1332,-7.0656,2.215,12.14,-2.91299,0.915972,23.502,-0.145972,6.873200000000001
1665207932.316016,24.1304,-0.2664,-8.5008,2.3922,11.94,-3.56392,1.00719,23.8445,-0.23719,6.4736
1665207932.316016,24.5613,-0.2664,-8.5008,2.3922,10.5,-3.62757,1.02518,24.2703,-0.2551799999999999,6.4736
1665207932.38267,22.8377,-1.7316,-21.3072,4.4743,7.76,-8.27321,1.78161,21.2118,-1.01161,5.0084
1665207932.38267,23.2686,-1.7316,-20.976,4.4743,10.53,-8.30424,1.81523,21.6604,-1.04523,5.0084
1665207932.38267,23.6995,-1.7316,-20.976,4.4743,8.86,-8.45802,1.84884,22.0615,-1.07884,5.0084
1665207932.38267,23.6995,0.2664,-11.1504,2.7466,14.83,-4.57786,1.13565,23.2254,-0.36565,7.0064
1665207932.38267,24.1304,-1.5984,-20.976,4.2971,13.03,-8.61384,1.80805,22.468,-1.03805,5.1416
1665207932.515787,22.4068,0.5328,-23.736,3.5883,9.47,-9.00157,1.40237,20.4712,-0.6323699999999999,7.2728
