timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity
1664241551.177407,3.8781,0.0,-4.8576,-0.1329,7.29,-0.328395,-0.00899541,3.86416,0.77899541,0.19
1664241551.177407,4.309,0.0,-4.8576,-0.1329,16.71,-0.364883,-0.0099949,4.29351,0.7799949,0.19
1664241551.177407,4.7399,0.0,-4.8576,-0.3101,17.53,-0.401367,-0.0256535,4.72281,0.7956535,0.19
1664241551.177407,5.1708,0.0,-4.8576,-0.3101,12.57,-0.437855,-0.0279856,5.15215,0.7979856000000001,0.19
1664241551.177407,5.6017,0.0,-6.624,-3.0567,9.2,-0.645255,-0.298706,5.55639,1.0687060000000002,0.19
1664241551.177407,6.0326,0.0,-6.624,-2.9238,8.52,-0.694974,-0.30771,5.98453,1.07771,0.19
1664241551.177407,6.4635,0.0,-17.7744,-2.7466,6.1,-1.97085,-0.309724,6.1479,1.079724,0.19
1664241551.177407,6.8944,0.0,-17.7744,-2.7466,13.55,-2.10223,-0.330372,6.55776,1.100372,0.19
1664241551.177407,7.3253,0.0,-17.7744,-2.7466,13.24,-2.23362,-0.35102,6.96762,1.12102,0.19
1664241551.177407,7.7562,0.0,-17.7744,-2.9238,9.14,-2.36465,-0.395627,7.37635,1.165627,0.19
1664241551.177407,8.1871,-0.3996,-18.1056,-0.3101,3.75,-2.54426,-0.0443105,7.7816,0.8143105,-0.2096
1664241551.177407,8.618,-0.3996,-31.3536,-1.6834,8.88,-4.48217,-0.253168,7.35636,1.023168,-0.2096
1664241551.177407,9.0489,-0.3996,-28.704,-1.6834,11.89,-4.34417,-0.265826,7.93348,1.035826,-0.2096
1664241551.177407,9.4798,-0.3996,-28.704,-2.0378,11.35,-4.55012,-0.337091,8.30959,1.107091,-0.2096
1664241551.177407,9.9107,-0.1332,-44.0496,2.9238,5.73,-6.88175,0.505523,7.11393,0.2644770000000001,0.0567999999999999
1664241551.177407,9.9107,-0.5328,-30.912,-2.0378,9.77,-5.08811,-0.352413,8.49758,1.122413,-0.3428
1664241551.177407,23.2686,-0.1332,12.696,-3.2339,12.61,5.10578,-1.31263,22.6635,2.08263,0.0567999999999999
1664241551.177407,23.6995,-0.1332,10.0464,-3.2339,12.99,4.12769,-1.33694,23.299,2.10694,0.0567999999999999
