timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity,u,v
1663836914.7897,8.13371095538193,-0.5328,0.518676346945035,0.126331143161144,4.0,7.00764,1.02481,14.7634,-0.25481,-0.5328,1447,581
1663836914.7897,20.3508487678549,-0.666,1.2152556702394,0.0542572789382807,19.05,7.07365,1.10364,15.2038,-0.33364,-0.666,1437,584
1663836914.7897,26.5380497683477,-0.666,1.29366429306182,0.0446726223257366,25.5,7.25352,1.18513,15.5904,-0.41513,-0.666,1437,587
1663836914.7897,27.7424334203941,-0.666,1.29921734777027,0.0438007180351225,26.7,7.43485,1.21475,15.9802,-0.44475,-0.666,1437,587
1663836914.7897,24.2758884208393,-1.998,1.50766183992288,-0.0380357499658352,24.21,1.53052,-0.923129,18.0093,1.693129,-1.998,1031,462
1663836914.7897,15.9502866974899,-1.998,1.53498115900649,0.0026945065515923,15.94,0.571138,0.0429781,18.5198,0.7270219,-1.998,975,519
1663836914.7897,16.7935108931122,-1.998,1.47723061508204,0.002559211542376,16.72,1.569,0.0429781,18.4621,0.7270219,-1.998,1032,518
1663836914.7897,17.8513998725211,-2.2644,1.583075149443,0.0024635403832557,17.85,-0.219188,0.0439776,18.9583,0.7260224,-2.2644,930,520
1663836914.7897,19.3936510203604,-2.2644,1.59006160674248,0.002319168281998,19.39,-0.3736,0.0449771,19.3868,0.7250229,-2.2644,922,520
1663836914.7897,18.6436363807108,-2.5308,1.6671007263738,-0.0279492598658273,18.55,-1.79199,-0.521008,19.7334,1.291008,-2.5308,847,492
1663836914.7897,15.7910657903069,-2.7972,1.78807618486017,0.311012841386873,14.68,-3.24083,4.83243,19.8479,-4.06243,-2.7972,777,776
1663836914.7897,14.160702553394,-2.5308,1.74059429768027,-0.105129014136646,13.88,-2.37971,-1.48596,20.492,2.25596,-2.5308,820,444
1663836914.7897,14.46571304826,-2.7972,1.8165490450051,0.348002647856177,13.19,-3.30835,4.93311,20.2614,-4.16311,-2.7972,777,775
1663836914.7897,11.2619396362723,-3.0636,2.11233211592817,-0.0107684242405543,9.65,-5.80466,-0.121271,21.6415,0.891271,-3.0636,663,518
1663836914.7897,14.8557938242088,-3.0636,2.02940686357278,0.350683050645218,12.51,-6.17643,5.10355,21.8457,-4.33355,-3.0636,653,767
1663836914.7897,15.0926730714849,-3.0636,2.07100841910135,-0.059621713465763,13.22,-7.22576,-0.899318,22.0999,1.669318,-3.0636,601,482
1663836914.7897,11.9334313242413,-3.1968,2.25635576641717,-0.0768323705448676,9.21,-7.53284,-0.915972,22.4518,1.685972,-3.1968,593,482
1663836914.7897,14.7655436967548,-3.1968,2.14284334830536,-0.0632043933057601,12.39,-7.97743,-0.932626,22.7545,1.702626,-3.1968,577,483
1663836914.7897,15.2984118652885,-3.4632,2.4052864143888,-0.255584076920417,9.94,-10.9672,-3.8676,23.5724,4.6376,-3.4632,456,358
1663836914.7897,16.5381984069487,-3.4632,2.33693735113684,-0.2349040344842,11.59,-11.152,-3.84926,23.9698,4.61926,-3.4632,456,361
1663836914.7897,17.766537639619,-3.4632,2.31124246034972,-0.212388317941896,12.82,-11.7163,-3.7451,24.2001,4.5151,-3.4632,437,368
1663836914.7897,15.611521022338,-3.4632,2.36320399323822,-0.23503272458876,10.66,-10.8105,-3.63553,25.1085,4.40553,-3.4632,492,376
1663836914.7897,17.2576326624598,-3.4632,2.29615148283282,-0.220715741821311,12.6,-11.171,-3.77818,25.4049,4.54818,-3.4632,483,373
