timestamp,range,doppler,azimuth,elevation,power,x,y,z,comp_height,comp_velocity
1668934226.195874,6.4635,-1.332,-21.3072,0.3101,8.02,-2.3486,0.034982,6.0216,0.7350180000000001,-0.032
1668934226.195874,6.8944,-1.332,-21.3072,0.4873,16.16,-2.50512,0.0586361,6.4229,0.7113639,-0.032
1668934226.195874,7.3253,-1.332,-21.3072,0.4873,15.6,-2.66169,0.0623008,6.82434,0.7076992,-0.032
1668934226.195874,7.7562,-1.332,-18.5472,0.4873,13.74,-2.46705,0.0659656,7.35309,0.7040344000000001,-0.032
1668934226.195874,8.1871,-1.332,-23.2944,-0.8417,14.91,-3.23729,-0.120268,7.51892,0.8902680000000001,-0.032
1668934226.195874,8.618,-1.332,-23.2944,-1.0189,11.66,-3.4075,-0.153247,7.91425,0.923247,-0.032
1668934226.195874,9.0489,-1.332,-23.2944,-1.0189,6.1,-3.57787,-0.16091,8.30997,0.93091,-0.032
1668934226.195874,11.6343,-1.332,-24.6192,2.0378,2.56,-4.84362,0.413702,10.57,0.356298,-0.032
1668934226.195874,14.6506,-1.332,-16.56,-0.4873,14.65,-4.17555,-0.124602,14.0424,0.894602,-0.032
1668934226.195874,15.0815,-1.332,-16.2288,-0.4873,20.59,-4.21473,-0.128266,14.48,0.898266,-0.032
1668934226.195874,15.5124,-1.332,-16.2288,-0.8417,19.49,-4.33484,-0.227876,14.8927,0.997876,-0.032
1668934226.195874,16.3742,-1.332,-20.0928,-1.8606,14.29,-5.62225,-0.531636,15.3695,1.301636,-0.032
1668934226.195874,17.236,-1.1988,-41.5104,9.6574,9.86,-11.2614,2.89145,12.724,-2.12145,0.1011999999999999
1668934226.195874,17.6669,-1.1988,-41.0688,9.6574,7.07,-11.442,2.96374,13.1307,-2.19374,0.1011999999999999
1668934226.195874,19.3905,-0.9324,37.6464,-1.3733,16.48,11.8401,-0.464719,15.3489,1.234719,0.3676
